"","test.property_id","priceforest"
"52","e8e2710121889f6a8f2272d1",253033935.7928
"53","f4f1debd5e3a1cdc68568dcd",1483584638.90053
"54","8caa972ad17176304ec5140a",692185101.46584
"55","78e0664c339b277e3ba27aa3",987708381.299753
"56","0673f5dd426e9f7aa965485b",612074956.924701
"57","72358facf7bf143392423502",561563589.667441
"58","5db1f89721e2e49521fcc2f4",697877242.869957
"59","dd140ca5f580cc5d8148ec3c",807494424.521308
"60","094dc7eecffbd0c71f8810d9",431449605.93693
"61","93745351fe2c9bb59cf85bfe",410375837.691108
"62","84a9b35f004d1f58d0abcf2a",336776469.208378
"63","fd83638011b34e99f1d2eb54",336776469.208378
"64","7aac723e36db36081c5a3fa4",1176527080.59753
"65","392c08cb3c3ade398161a392",1100664748.01165
"66","74d12d2d064e7121eec3a510",695232736.136612
"67","f17544077dd45440ad540fb3",658940270.482933
"68","807fadba2b5998cef6b693fa",850280666.427154
"69","c7079e6a27b996e5a13f020a",1608738848.71333
"70","3db15b219ac79ef16742dc27",1171722373.11197
"71","69c65ce26fbeb4bd4d67daa7",472532487.065428
"72","0db440b353adf8b45048a463",330672815.396742
"73","f99b15c2ece744d1dac7eeaa",722583225.527846
"74","2d65c5471df150b33def3b0c",683538572.537892
"75","b3b67996b68d102be693f8e0",563230327.378087
"76","83a6da3e4e4f33d596581e65",821799525.17007
"77","589f6b5b501bccadf8794d36",821799525.17007
"78","24ff1d8884caa645b2d0d88e",521106127.571871
"79","1f3cefcf18772afcbb5ca335",1286396640.97399
"80","d9456a9c2547280173b4079d",699555436.141341
"81","f48532476ac36abab7f0e43d",766027165.669052
"82","62823cd922f2e4bfa143123e",1447377474.81807
"83","c20c4441261f20b5f1d4aaeb",556233863.345076
"84","08f1a72bbad4ac10d28ea9d1",472869197.798549
"85","503f71c730a128d89ad6b455",1176219906.41559
"86","eaaf616d351cdd27bb41967d",334450147.480398
"87","8d1f5b18cfa7376873e5bbff",400020150.241393
"88","ecd9900e1e99bb0f06c4fe9a",439249571.927669
"89","3f64c4fd771e2b860a9489b1",457246320.745773
"90","f6472a0b94e9dab1ce696c82",483882978.595526
"91","7b9840bfa567650fadea2312",614265239.917086
"92","0bc92b21165d7c17a4ecdeb5",278893474.499597
"93","73b88f8688205b122203c40a",367301347.902968
"94","0d44ae69912b4ee0069f09dd",415330248.394425
"95","70c5702892863fc8e4e334b2",469834438.338287
"96","e649f3cf04e32a4ced5400aa",330693650.147954
"97","6e69a05cfe86a9deee3ead9a",851038366.33684
"98","24066352ba4eaa75f692fd78",471737691.617392
"99","43627cab30cf1a9eebefead7",712359182.061641
"100","9d0a3a2a25ccce0c2e1ee8f1",1061605251.16198
"101","ce8d90ec3e00780ac608e1dd",434795401.088244
"102","4ca3020316ee040b83e81c8b",738040692.563819
"103","eaadd55380b0c85f5b5b40a8",839687206.552894
"104","05e4689ac244f6412ccf6a72",620548434.926815
"105","c9686ceefcdc057d540952d1",926778009.191827
"106","f78740435faabfe25cf178c8",1212307391.84539
"107","90e90372556a82c0a705ff3c",678889883.438144
"108","bf952bc9e87cc13a88484685",685647203.227077
"109","95b3e450a51207e01d375c6c",425801268.951374
"110","c080f84206ab204da2dfbf27",475525981.982078
"111","bf30a5268a83aee22611e6bf",1510614285.18384
"112","a7599d07374fab61d7e1ac86",264150716.229137
"113","84f47f3a5c6d89b64ba4d0b0",644270130.967032
"114","44270bef20003bca7e80491b",692832336.048972
"115","6099502efd6745bad64c25a4",699627678.039912
"116","c892114492903a4c856ee314",697877242.869957
"117","659f61832fbd77f8e34d5d18",805766397.46001
"118","964528a11be3a9c9fdb1ed29",534457715.494258
"119","76d9ed64cec0939c812e35de",450646679.78148
"120","874918b4827ccb36fccbdcbe",599074715.162469
"121","56e5d7ac0d5cd6f935e30e4a",904338730.845123
"122","0291d1f873b01b48422ad427",624586063.336316
"123","57706177f9479670e5973b2c",657022088.16368
"124","2f60f27282e5e33afd58de42",504618224.03238
"125","537ff6ca9ed8505e95de2f3d",621888338.136002
"126","d1e47c92ce10ad8c9137d6ca",894627866.630403
"127","b807f1b2bfa7e1f5e112f768",1337546135.8266
"128","f60b454c5c49e6bb00a81ab5",845620356.047835
"129","521de9d6286006751e06d03e",697877242.869957
"130","d4bd163c9bc18c58d093b089",954846789.857975
"131","33e53d30f6ab6483c0f0d27b",614120527.285034
"132","bfd0fd36a1c310cad8276340",306626367.669685
"133","57b192c7b7684ca0debe5c1c",237542048.358633
"134","1442ceb358f30afc8a595552",246583545.585401
"135","40becd2e9608b58c56e4bc51",327570463.397644
"136","c9f2f5466fd933e79518490d",660244899.647206
"137","e49e67092795619aa8405f6f",303541660.874949
"138","b993a97c91fb0de6a7f3bcd7",655967444.87112
"139","8cb138a41e113359785112d3",758153776.423212
"140","e789999cc726922a9343b14f",697877242.869957
"141","4ce3d5e6914ffb60f3bd4f13",1268760707.9692
"142","5ee6ebde9f692be57f5e9d9a",1061605251.16198
"143","58b010e0fd9324e33f046dbc",923380645.438782
"144","16ec75b86d415de6dd32cc38",692185101.46584
"145","653a6ebf4f71403afa67c6e0",697877242.869957
"146","dbaddc63130a993e2ce3e049",1105619699.32976
"147","ef1eb579f087830ca3e04245",904620209.385297
"148","c70cade73837f0cf241706b5",720879246.17772
"149","613283b5fd4a8af7487e81b9",720884418.082064
"150","a0d08f6b71dadb075a7566da",1023368676.53859
"151","499b2618a72f8ef496f1b428",1267348187.76466
"152","0618506d0cca84ccf3cbf6be",851424948.367794
"153","90093ce0d3dd78d6eddad3d1",539214640.334427
"154","fb519a54caf97705579bf784",1043356959.54479
"155","b955f3381206242f69c7ee0f",538874476.841652
"156","ba3818c8447a11bad5bf4ad3",1195313988.458
"157","06c461a0ca6c27ff6045b426",1227062741.55038
"158","81548bc0f6b41f5ec6417697",860933468.975501
"159","e152b48ac6aa70288421dde3",1479203417.40501
"160","96ca45199e1005511aa85797",981239648.924865
"161","05d138881ba551dc9f46cfaa",1648832362.99916
"162","ae41825b6bc7fef36920519c",1189710247.30433
"163","f90251d8d3b873d1e7992f16",2056753690.21098
"164","21564fac1ebc4a801f2db583",314464240.59995
"165","d7b61d7ee321c03e0ebde240",1312193080.98491
"166","dcd838cfe0e84e84a62e23a0",960224087.674008
"167","44f2eeda531608a026f8c3b4",1125225524.01031
"168","d8f3f85b973ca4b84d525d4c",713716559.288564
"169","a2aa99e2be3af1a30b88497d",851286292.521294
"170","4897826fb723a5c566ff8646",911130346.483556
"171","ef5dfe35a4022155c17a4911",359024965.583771
"172","068d81f8264688d2d2c22766",891230309.669435
"173","f304b9aa146d338fba5a7ce6",1265680178.99022
"174","95776d61e121f83b3feb5fb7",1182614755.86642
"175","f80f813021e3830e41f4937b",634772333.83512
"176","e0cd6db576a4e95a759b1240",865470124.890746
"177","e16bffea05307e05efb5391a",670598593.365316
"178","4dbc6fc56dd3d327938642f6",1146034799.26664
"179","d1d73a1df6cf7fe5a3c92ff3",1261451565.04269
"180","633678a7b22b16037a6507df",840219316.664253
"181","f7ca1f0d8c4281bc89d8c01c",656982790.836679
"182","b3940dd2e4dec914a6fa711c",279338034.11579
"183","8e997f9e4b8625d4a886e127",957657412.930877
"184","91c2f9165d546a1c4b489103",336851580.76882
"185","1ef9b6ace7ca79b3e81740b3",685175436.822947
"186","f4e9fca78e4523c8a0515377",1014358832.81582
"187","aad3c0ab72c2092a209e985d",529133032.151265
"188","48f46d2e440ee23bda2424ab",811974049.872602
"189","e318a8b177f4f2ce58b7af5e",840790744.788044
"190","7d069a6160e1c69e8197fe0d",769486055.599127
"191","dfa219e1a1e869d5a8da006a",697877242.869957
"192","1566527fb519c4951a58b4f2",396025575.005206
"193","53a9b15b48bc72d57a6debf2",370940589.087806
"194","3cbef1c7ae05909038a78092",697877242.869957
"195","bd3c8150f3d702686a6f8b36",1070185365.29004
"196","08ec2cbe865bfef52a84aafe",680300677.445693
"197","201f31d8a3c0eba3fef88b20",510174202.179894
"198","01da44e8c67e4c3322901c0d",758565641.197477
"199","c2e4500241b416f937d5b0d6",743725829.119441
"200","5b6f4170d008829bbbd9ee0c",827334741.917367
"201","4f256832a7ae02a85b932e5d",670403298.681496
"202","f6dcb1001b3d1b912624d0ac",338192846.138917
"203","50aef65724fe6189bf9f6b74",1083176337.3353
"204","6b0f7f441bb93c30e92df3e0",393499843.455017
"205","7ee3d4bc2946b20ff6d65a75",651390836.655855
"206","0a42c3d9c1b1f74235433456",894012520.279953
"207","6e3bb544f5883d867e1e7d3f",656982790.836679
"208","3ebe58acbfc6b62667787fde",672928391.737144
"209","2bc3401ed6b2f99911868eb6",774585043.167521
"210","14eee22f9fcee5d7f6f8c368",555943719.197522
"211","360f7b0c01bca9718a803b88",730058942.974976
"212","7c9f00aa05a8e44f6ac22929",1273718891.96544
"213","b0d33c7f9a292cdcc580f746",697877242.869957
"214","2a28b8deb9467bcb3fd760fa",396973630.158412
"215","4c8ce7bcd79ef515db5dd6dd",1465547820.53114
"216","e9bf05179313f27594b97fd1",467105467.345689
"217","313e986b47473c84191d76b2",427416042.810284
"218","d74bf42a980e9d7f87f8c6dc",430789782.205886
"219","e106147b5196d0909408229d",697877242.869957
"220","ef7ad16fc9dc1f2b5842b01e",542572000.288232
"221","353259bbfb6651959a5216cb",492819874.003956
"222","de5c3be6d803fe12a9a122e8",663314296.706884
"223","95fc9cc165eaaae44890ec0c",303914631.384575
"224","f9ea10bee24e74661458cfe5",236029433.532923
"225","8f00fab32c3e2cd8383e6af7",317707668.771994
"226","7f0312d9ddc7bde7f085a232",817973250.154613
"227","add44ac4c5fd56216fb6d9fa",832098259.113692
"228","c766adee3abdd54d7a7c575b",707450242.945773
"229","39c15fcf09f3b3d20f666a72",323650772.839015
"230","8d90a52555fdcbc6728663c1",422032018.178246
"231","f8d315db6c670db472c4a8bb",707450242.945773
"232","eae925e297998ff431b50e4d",1002204270.14514
"233","0dd5803ef1705fb8e94e9bb1",1119353630.78072
"234","448493ca463efa2ebef8f60c",1013852666.52953
"235","62a111bd9556163baa35cc09",749144384.886636
"236","de902ad552bb92945c79b6cb",407057473.298595
"237","35d94c60c577bf0659f4ca0b",757113288.970467
"238","80f4f72de3a903a5a87b55d7",749467012.13686
"239","36eaa700c105c59cefe32bfa",300606960.346535
"240","70cd2fac0f06c1f7f6c5a558",286383184.824639
"241","68907ba39556c38d99a787c0",345317131.524762
"242","09ecd5b18a5828b0363de774",523255742.313337
"243","0d0c98c3a5c2f979889c4603",515473708.428667
"244","2df2d1dfe110141def5499e5",935247741.880312
"245","bfaae968014396bea996d9a0",308656485.32678
"246","9bc4cb0d010c26d63500e5df",308656485.32678
"247","d97a65bc3affef64a37da0dc",401320962.768381
"248","ce499f8af2a36829b27177d7",604139446.850974
"249","1cb11782bad65bf2a2151d5e",939062132.910791
"250","98bc0d2316fe315e502dbb5e",453940613.984564
"251","4e28f421291cc73dfffd984f",807072760.186477
"252","e782bd7ef2f2e077c74be806",435559711.106629
"253","7ea19cefb7ff47750eb9d0d8",628648731.967561
"254","fd1c5cd1b307c8c680355b4a",839556972.674893
"255","1e3e8fe82a6b84b9b41f9118",784540918.588785
"256","7ab15bd360a12c18946ef51e",706007739.096633
"257","f019b2afb888bd912b14e3dc",751887505.532031
"258","a439fdaf95e3c890052e76e2",665392186.22507
"259","0c431888ef15310e888bcb1c",1039435436.83116
"260","523a1389c20e2bb537a7c4b8",1249720543.56621
"261","f0506546210af106eff3e712",837538705.679746
"262","a62932344516c6f21240196b",1039400652.82431
"263","ab3b82cb020de368e96afc7a",1175241291.11709
"264","e52aa05c3fb9c704ac3e98ac",363089105.43716
"265","941e845da3cdaaccaad64488",647025982.479056
"266","195ed71f57a5f6ec3a245142",833335333.703246
"267","c55b6c6906c109a27c137479",796917943.840767
"268","6b4b1b12ee8910ab695d3907",1283759777.39144
"269","62f1e0576639ab79e4aa83b0",1026941441.96304
"270","33a879c63aaa2bee9c05062c",1107341249.58479
"271","fc19de8a9df6ff5728379b9b",372114125.169961
"272","7d4104d190dcad59ab65ddf7",381933200.190875
"273","3a9a55bac47d91b5948ee319",734962421.030434
"274","0ed7653718e0f76c4481da62",1932667547.91688
"275","8534a8cc3624c4044a937e77",1005128251.82443
"276","66101151e8644c81f4ccdf73",383826531.826178
"277","2b1953b8de1e70fe0866aac5",441884521.397265
"278","c9b758e79cfc9424c20d2cf8",967209602.580738
"279","56567a0cdc7a7fea79399e5d",360295413.083692
"280","4d5d3f5a5b1365452cc72a99",697877242.869957
"281","242431a89e2e77bd9fcc97f5",565763426.915809
"282","b877ee3b53434e2f127f66fa",967209602.580738
"283","69b196cd25f84987eee8919a",621707969.799224
"284","64ccf63e2f5cb2b7af786a0d",334197391.9743
"285","96e72a0c4cb516aac0f81724",397024620.795032
"286","15c7d4a5445afc1da84c5fc4",397024620.795032
"287","32b8d455a8c1e65b41338912",674545455.133112
"288","dd2da46db2cdbf821a21f069",600679452.661609
"289","5ff16a9e1becb44e02b2befd",674545455.133112
"290","752d5f75c5735b3459c43006",929344356.953102
"291","ae17cd525a3b9ebd286461c5",1064661309.36262
"292","e20f1e5657ea5bff2cbeef6c",800833419.487663
"293","1233288884b53c09db1677a6",472996705.678445
"294","7014fe80bc8b06b25ecc77c9",1268760707.9692
"295","e92f28a909f8d602a4f5208a",760939075.245302
"296","e0c75f99212dd4b44373eae5",490788241.046499
"297","32bc397312bbe8b5cf9008f3",286596303.346892
"298","08d6db237b647d10247f07b3",352662630.273505
"299","9c73dce77b7d982e123d8037",229146834.751592
"300","09b66db6cde1fcdf4033f8aa",605454430.47907
"301","2f5d8a4d48bb1be333241d4a",270904670.641913
"302","f318b16f5161e491e2c8ba55",270904670.641913
"303","ca0cdc08570126f1ccf2572e",329626711.083377
"304","0275a42637adb42fe865e9d9",354033136.297786
"305","e01c88e2e9516c69f4abdb3a",693958787.698732
"306","cfdc1178b21f8a27554a7529",1229732856.83313
"307","4021a2d25321398b258b64d2",1412285634.60961
"308","ed5d8093857f270247455d68",402593570.401788
"309","da83d3e6bd03ac9fb6d51131",324326181.715031
"310","daaac0763c9fc2a77cecac4d",631019715.691477
"311","2c4910d3c5cb6d5fffa11c41",708824316.782969
"312","b1b883011d0b6a87776cec0b",764225882.167089
"313","e84c61495588aae9670b65c9",726805438.485286
"314","3255cee6d024b79cf5bbb5a5",1164999197.95969
"315","5e26581a1f262b6f2a771ca0",1268760707.9692
"316","fc8b59e873d9a8c589debb0b",1032461040.19547
"317","9c11bb53db13b81b4a8360f3",1353096054.80286
"318","ce27f0059e200181a7b0eb9d",696091186.223751
"319","8066c546bc84d1cec1795041",1104317189.27691
"320","600bcbbbc659e63722899529",1216806820.11401
"321","f41cbab3d54a13c6657c2207",1342095643.35961
"322","31eae09f3c56c6c3a6975331",1451895266.78976
"323","e17406077e37537143d4cd5c",980755791.883792
"324","89658ff5b7c859a58d40afeb",647025982.479056
"325","58fd4b1b08bef8a75ac26ab3",417654728.30903
"326","1e02b98e0821ede889b3a44a",782154686.784377
"327","a4f0fca1cfd5bcd1053e172d",1281891927.25639
"328","ba60322c81a36064ffd00e09",794708212.18968
"329","fd66e52957ae17a19c2d43c6",469392219.013675
"330","88c8240adc8221619a6ba461",1056217687.83074
"331","0a9d89ffecc23c1c561b0c75",487311955.458496
"332","ee9d59f954fcd3959ac4d419",647025982.479056
"333","52ae0a9b7d1b0145b1701989",296058285.44821
"334","bf0f57dc2a83cd848b86aae3",624348367.046696
"335","e1b4d14041a87c44ebf5a244",714669690.764821
"336","4a8746fd92f42997ad3f3157",697877242.869957
"337","69f58930fd929a647699745d",415332287.109014
"338","507d2b8a187d89a6f563caa4",755088371.080865
"339","153b5b6de89c812737c2d745",469179505.602049
"340","e2456e39c9b8c5bfd3d939d3",739857001.435828
"341","699aec00852a6bd9ea8eb751",785226776.183654
"342","2461d917c7f2e67be1033c8a",774585043.167521
"343","2b88d0b622a527b0d571a512",1240213392.59514
"344","872d424f4f8ff25f7398f792",694295203.628778
"345","e97aac775b12d656bd8c46bf",1036304576.97277
"346","28fdfedddb29c7a221a6712b",1007001732.73746
"347","46803a91b5db650120906dc0",1045088172.45076
"348","989b5da88314cdb2feae9540",384371747.0546
"349","5c894de25f5b427731b77a5c",773376479.816019
"350","ee980712c121ae592b84bd10",1294226625.86579
"351","d79b8d27b805b74550b862b8",523105159.754007
"352","ae362eb6c61850dddc243b99",407097358.971654
"353","8dfda3ea5d4c26a29080787a",732157281.438028
"354","26834e686f7f2cd2966653ba",384371747.0546
"355","969857dc590024b903613c0b",463836998.911328
"356","6f9dddc42995b53ed104531c",405784606.105567
"357","04b6151a4a19f60150d07d23",817374546.100684
"358","df13428b5431d67bcb701324",886454955.762368
"359","33d611cb7b133c8de8509c2b",763434781.193358
"360","e8fd5fda2eebc5002e96ce3d",377006591.334735
"361","7c5fdb7b6b094886c3e2fdc6",604633539.312067
"362","fce2ba09dfa989aba06e04bd",874338815.241201
"363","764faf7c64c578fbab3628f8",326619580.381509
"364","2da67cafb23d084d4aff090e",307235110.395445
"365","787180a0f80c3a15a017cf48",494175471.97729
"366","8ba13b208f8aa5b27bdf37a3",319501021.936043
"367","d0db7c0303d125169dd77ffe",638526888.602912
"368","dd14147345514633e6e89a56",867040699.804168
"369","8d8fd61250057dcf86e81d9b",867040699.804168
"370","b362bcfe2f075c00df235946",698279674.558696
"371","9d1465d1aa1fb4279a9e921a",452354721.953947
"372","04988dbd4e94f22d39334f66",339076826.024508
"373","69449a6a2422c522c5f55399",697877242.869957
"374","d52e42919391dea6da45a4d1",353285550.665227
"375","3bce97f085193651b9bcae99",697877242.869957
"376","febcdd0cbc4f256ef02d400f",662730150.528983
"377","1e9f80b9696297acd43b2a31",697877242.869957
"378","c4a644fe9346074e106f6f33",697877242.869957
"379","13be9f52485823c013d7f412",1396837609.01333
"380","2330e8d2d058d5f8f77aa625",988817621.155377
"381","8bb64a7d3ee1a02ebfda120c",443062473.326834
"382","ae0ace3ddb73b5710d92af09",1919300362.35933
"383","29b821d547ef4c34216056ca",1313463287.8133
"384","70c71c434f37c4d2294fee7e",781690263.867998
"385","4fbea4458b9409375e5e56f5",1140946672.65423
"386","497df160cb08d01ed4e6c96a",480510962.158293
"387","31e20c50aa34cc1209078c24",1322229130.72799
"388","1321b518ba45729ff0fa7051",334017983.577321
"389","0ae675e6f244b6edf9d3cc42",234409857.484596
"390","97b19de666f44b129a53c361",392325037.228336
"391","ea6da2cf0ebd12d1f208661c",348447923.560966
"392","24f309e73e8e5d286e169f18",880790238.940554
"393","2923f234c5e7aa58f2d23c32",844761647.982058
"394","fd2164866a2cd5bc164920ad",1247692201.99278
"395","a5676a9c380186d821f3ed05",1581135391.71197
"396","528da8c6a172b4276cfc3031",1125315185.22502
"397","f153586f8f2b6517649e676c",426393812.35834
"398","0e0b53e89ff75a27ece39d78",2203698676.98901
"399","685cc48e5312a0905aa23ad9",673026867.686068
"400","4c2189745f322b118e4e6ecb",1324135854.8374
"401","954b3b3decf5ab8460c8f6d8",407336499.697934
"402","e2d21956636760e5fa1e248b",407336499.697934
"403","0072cc88ba2832cbea768100",407336499.697934
"404","9d185f9b73a51b99e059ef02",330837658.446614
"405","2cb4b0cf72d34b4ca7b2239b",1384124382.9584
"406","d31cf761038a92b1d3674597",1182614755.86642
"407","3daa229c5274ee8e3faec1fc",785851032.543589
"408","4bb9e4e4a4e4fab9f07bc8bc",1133177302.77269
"409","fd611ce49fc4ef7a38b64ffe",1833819947.94872
"410","c5663aac1711c1d0989a0adf",789850374.53448
"411","f56f4e0ad7f7332ecea4e04e",766027165.669052
"412","dea79e0182f61f57fe873cba",1325736376.83993
"413","43191e04569cb281e389d738",785172724.563721
"414","42a3eb0be4557b70fa272cdc",462313410.48296
"415","1614b946f5b526936b294c34",696254555.780938
"416","f50b0247ea54b0a9a46307c3",453879590.615859
"417","6045869383433e33be77749b",598134336.673406
"418","35b79ab32e1cb7ba84be6cbe",297211911.188418
"419","700663d67f9e99f0f43be0fe",456675249.424425
"420","83222c4a5d35c0deb107d3cc",467067341.42096
"421","880e69d61cccc6ae5d10668d",450906836.130851
"422","f8a50b1ddca2af76b2722fd0",703959216.746458
"423","7a28d7745b563fc48398c381",620155926.983937
"424","67cca7729957b2944ed168a6",981628260.991817
"425","78b545bbaef57bfeaca91d29",1247156726.8941
"426","093434fb4ed1f075cdef67c0",752150950.957701
"427","97e26a4c4663c39ed53ef5e0",647002640.384382
"428","c3249c4e436440ada3561e1d",1148442805.37095
"429","5b567a3635764a991fe4162e",570827575.070648
"430","130f2887b5d849c0dc1cf6fd",712959666.579543
"431","2a9fb118aebc35e858c17af1",1568490800.82773
"432","4673d9cc5e0e3ab97fc2885b",575979626.318721
"433","d0277592d286faaaf0de8b16",961958953.807375
"434","6293b2fda0c1cfc70ca1006a",1286396640.97399
"435","1668986e611a634b1572311c",1162486928.72803
"436","65d10a918ca053c54f9f1013",390635773.728189
"437","87b4ad47152afa2f90e31618",734962421.030434
"438","48981a205ce03cf2c7ebc9fe",294891542.122705
"439","edbfb2cffcb22565d38ac69b",515193547.910261
"440","64457cb24c5d0d6e9a0f723b",415660084.818971
"441","5ded7e59865b2a27bbbcd5ea",1175761254.86384
"442","9a10cec857a1de5d1a2cae87",707108422.195035
"443","a308bce0531ea9f6e70ff09b",839687206.552894
"444","2c4f3d08e5ea50e4e9446ee4",993622412.198309
"445","812606ed4d6c394155907a95",389515693.806099
"446","9f71182e67843755d2cc2eaf",346256397.253446
"447","ba5ba4719f3ac1591186347b",314936474.725256
"448","9147fc452f28c695738d7542",575234614.057832
"449","eeebb08164d8cacf699ca9c0",900597988.010603
"450","c8dfa24a755ef7a763750de6",475347817.888695
"451","ced9583c6bd95b469011bdca",331550474.010647
"452","675f6de67374275801a5c36f",697877242.869957
"453","b8cf067f7993942da7d065f6",1058621704.97967
"454","dca879c7e9621f6f6bc90dc2",1135136944.31134
"455","588f1bc745ca81d816aaa0b5",417925054.900087
"456","5adbcfa0bb5162a0a1d032d6",1104398426.751
"457","89241885026baec89864d9a6",1470662520.65522
"458","3d9bb54c99ac42d0601cff88",678889883.438144
"459","6e084f14df97e4cfa7561e96",619176775.199521
"460","e96f31d196a9ed1498fcc21d",1330267133.81984
"461","0603bc3dfe96ad0fefe5b28b",604139446.850974
"462","eb41714f4d9a0afcbefbaa1d",629924316.630536
"463","6d030a6d185ea7926f171b42",519884614.323556
"464","5967d099e5343f10c2aa03cf",330007947.921439
"465","33e88bcb4782a27da807f7af",303541660.874949
"466","a0f35521cd73a8f17e4b679e",1573753218.60159
"467","a6ca26d1c43fbfb83716c498",983059460.833838
"468","a222489a81582f7fc02feb81",798763354.960879
"469","1be788136472a74ed2e4ab95",983059460.833838
"470","21133aab7540696efa2f3aed",777806900.998773
"471","59ce5765cb61b7e9ac34edc7",829376918.633276
"472","b3ffbd1ed0a37229ac8c6c8f",966378437.689638
"473","ce0f607808067a9d5588cb26",588513046.293317
"474","3f13bc9f8d196618ee9a03cb",747355230.115734
"475","62e1ea25882b4c82634f3b37",1043534395.37123
"476","82a0604a431c45aeadca8911",879787333.827051
"477","01444d4aba77b191e28bee96",1260538947.2047
"478","80ea5f1a13072bd176c7f920",274087047.389507
"479","088d60d9d4de3f7f367f466c",363089105.43716
"480","6002f486cfbad017f31f3e93",923605509.863096
"481","e4d5ddf03b462662880e8951",395334985.223781
"482","ea871ff1c2162dd393e6097e",552605463.034593
"483","dffd32db55be5db7189d66e4",644270130.967032
"484","302c26b147e7cb29a72d8e5d",504618224.03238
"485","05df6a08644b32abebe65593",1259492886.87733
"486","91bd0254dad6623dde7577e4",805766397.46001
"487","d89828c10657bf6241ac79f2",397024620.795032
"488","3cc534c3e4ad0ff0981b890d",599074715.162469
"489","b6da2c1a84f98305e957c8bf",831471611.974675
"490","5c9a07fa2546453e92690ffc",624586063.336316
"491","e2dc72e52e2a3acd5264c693",534457715.494258
"492","e7504207e38ed31ccee167e7",894627866.630403
"493","b2a6866043da1a8b6ea0976e",1017335238.9245
"494","1aaaa84a927ee911a7d16da0",805766397.46001
"495","b560818bf5134866911f845c",868190008.298977
"496","d47dd8b3e68373601d329cb0",1395524005.74862
"497","4112501fc242e3a4291773da",954846789.857975
"498","8aa93a7de5090d042902ef11",271321121.947778
"499","a89196d439cdb4b7b0362d53",618387410.261778
"500","3c569bbd53461a6788b273d3",347514477.404233
"501","1c094703db632ab8ab617e70",812881757.249192
"502","d21558caf905988d02861a36",1444783135.10876
"503","8435b2e3ee8105cd4309b871",641980127.371795
"504","2a298a7881a80bd9911f1c67",707450242.945773
"505","cb3203b79b2daaddfe4a184a",607223483.954057
"506","6416be911b47cd1fbd3ea5c2",940368553.147212
"507","91b4774e17fff38a7439c584",697877242.869957
"508","5f1ea15229c102ef91458b98",340289324.384907
"509","ae78d272474be8fd64508a8d",598900583.259071
"510","ede9ec23ba4d332d3ff8e19e",615059926.355023
"511","07cfd9897651e88935a8ce93",634456598.152983
"512","3ff7c17197fa4ebf39a2c1c5",501476895.298465
